GAME_DATE,SEASON_ID,Game_ID,Player_ID,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
2016-10-25,22016,0021600001,2399,CLE vs. NYK,W,23,2,3,0.667,0,1,0.0,0,0,0.0,0,4,4,2,3,0,0,0,4,19,1
2017-03-28,22016,0021601106,204067,PHX @ ATL,L,18,2,9,0.222,2,8,0.25,1,2,0.5,0,2,2,0,0,0,0,0,7,17,1
2017-03-26,22016,0021601087,204067,PHX @ CHA,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,5,1
2017-03-23,22016,0021601067,204067,PHX @ BKN,L,9,0,0,0.0,0,0,0.0,2,2,1.0,0,2,2,0,1,0,1,0,2,-9,1
2017-03-21,22016,0021601053,204067,PHX @ MIA,L,4,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,4,1
2017-03-19,22016,0021601038,204067,PHX @ DET,L,29,3,8,0.375,2,7,0.286,5,5,1.0,0,2,2,0,0,0,0,1,13,-22,1
2017-04-12,22016,0021601226,101145,IND vs. ATL,W,24,0,4,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,2,0,14,1
2017-04-10,22016,0021601203,101145,IND @ PHI,W,26,1,3,0.333,0,0,0.0,0,0,0.0,0,3,3,5,1,0,2,3,2,7,1
2017-04-08,22016,0021601190,101145,IND @ ORL,W,25,2,5,0.4,1,2,0.5,0,0,0.0,0,1,1,5,1,0,4,2,5,4,1
2017-04-06,22016,0021601175,101145,IND vs. MIL,W,24,3,6,0.5,1,4,0.25,1,4,0.25,1,0,1,1,4,1,2,1,8,4,1
2017-04-04,22016,0021601157,101145,IND vs. TOR,W,23,4,8,0.5,1,2,0.5,1,1,1.0,0,4,4,1,2,2,1,2,10,8,1
2017-04-02,22016,0021601150,101145,IND @ CLE,L,36,3,8,0.375,1,2,0.5,0,0,0.0,2,4,6,3,0,0,0,2,7,1,1
2017-03-31,22016,0021601126,101145,IND @ TOR,L,33,2,11,0.182,0,3,0.0,0,0,0.0,0,2,2,4,3,0,3,2,4,5,1
2017-03-29,22016,0021601116,101145,IND @ MEM,L,32,1,5,0.2,0,2,0.0,0,0,0.0,0,3,3,1,0,2,2,1,2,-20,1
2017-03-28,22016,0021601104,101145,IND vs. MIN,L,34,8,11,0.727,0,3,0.0,3,4,0.75,1,4,5,5,2,1,2,3,19,-2,1
2017-03-26,22016,0021601092,101145,IND vs. PHI,W,28,4,10,0.4,1,3,0.333,1,2,0.5,0,4,4,2,2,1,1,1,10,12,1
2017-03-24,22016,0021601075,101145,IND vs. DEN,L,31,7,10,0.7,3,3,1.0,0,0,0.0,1,3,4,1,2,0,0,2,17,4,1
2017-03-22,22016,0021601060,101145,IND @ BOS,L,25,2,10,0.2,1,2,0.5,0,0,0.0,1,3,4,2,2,0,3,1,5,0,1
2017-03-20,22016,0021601046,101145,IND vs. UTA,W,25,5,11,0.455,1,3,0.333,1,2,0.5,0,2,2,2,2,0,0,2,12,13,1
2017-03-19,22016,0021601040,101145,IND @ TOR,L,25,4,11,0.364,0,3,0.0,2,3,0.667,0,1,1,3,3,0,1,0,10,-19,1
2017-03-15,22016,0021601005,101145,IND vs. CHA,W,27,7,13,0.538,2,5,0.4,0,0,0.0,0,1,1,2,1,2,0,3,16,8,1
2017-03-14,22016,0021601001,101145,IND @ NYK,L,25,4,10,0.4,0,1,0.0,1,1,1.0,0,3,3,3,3,0,1,3,9,-12,1
2017-03-12,22016,0021600987,101145,IND vs. MIA,W,19,2,6,0.333,1,1,1.0,1,2,0.5,0,1,1,2,0,0,1,1,6,-2,1
2017-03-10,22016,0021600967,101145,IND @ MIL,L,28,4,7,0.571,0,2,0.0,4,6,0.667,1,1,2,1,0,0,2,5,12,-10,1
2017-03-08,22016,0021600956,101145,IND vs. DET,W,22,5,9,0.556,2,2,1.0,0,0,0.0,0,0,0,3,0,0,1,1,12,4,1
2017-03-06,22016,0021600941,101145,IND @ CHA,L,26,5,10,0.5,1,2,0.5,1,1,1.0,0,2,2,3,0,0,3,2,12,-21,1
2017-03-05,22016,0021600927,101145,IND @ ATL,W,22,1,6,0.167,1,3,0.333,0,2,0.0,1,2,3,3,1,0,3,1,3,4,1
2017-03-01,22016,0021600902,101145,IND @ SAS,L,24,5,9,0.556,0,1,0.0,1,4,0.25,1,2,3,2,2,0,3,2,11,-6,1
2017-02-27,22016,0021600886,101145,IND @ HOU,W,32,6,8,0.75,0,1,0.0,0,0,0.0,2,6,8,8,0,0,6,4,12,24,1
2017-02-25,22016,0021600869,101145,IND @ MIA,L,27,3,12,0.25,0,2,0.0,2,2,1.0,0,3,3,5,0,0,2,2,8,-17,1
2017-02-24,22016,0021600857,101145,IND vs. MEM,W,24,7,10,0.7,2,3,0.667,0,0,0.0,0,1,1,3,0,0,2,2,16,3,1
2017-02-16,22016,0021600848,101145,IND vs. WAS,L,31,4,7,0.571,0,1,0.0,1,2,0.5,0,3,3,7,0,0,0,0,9,-10,1
2017-02-15,22016,0021600835,101145,IND @ CLE,L,31,6,8,0.75,2,2,1.0,0,0,0.0,0,2,2,7,1,0,3,1,14,-20,1
2017-02-13,22016,0021600825,101145,IND vs. SAS,L,30,4,10,0.4,1,2,0.5,1,2,0.5,0,2,2,4,2,0,2,2,10,-5,1
2017-02-11,22016,0021600809,101145,IND vs. MIL,L,32,7,10,0.7,1,3,0.333,3,4,0.75,0,4,4,1,0,2,5,4,18,-11,1
2017-02-10,22016,0021600805,101145,IND @ WAS,L,28,4,9,0.444,0,3,0.0,0,0,0.0,0,1,1,8,0,0,0,4,8,10,1
2017-02-08,22016,0021600783,101145,IND vs. CLE,L,24,5,7,0.714,1,2,0.5,2,2,1.0,0,2,2,3,1,0,0,2,13,11,1
2017-02-06,22016,0021600770,101145,IND vs. OKC,W,22,1,3,0.333,0,0,0.0,0,2,0.0,0,2,2,4,1,0,0,2,2,-3,1
2017-02-04,22016,0021600757,101145,IND vs. DET,W,24,1,6,0.167,0,2,0.0,1,2,0.5,0,5,5,2,1,0,1,3,3,7,1
2017-02-03,22016,0021600747,101145,IND @ BKN,W,25,3,8,0.375,0,0,0.0,3,5,0.6,0,6,6,2,2,0,2,1,9,-5,1
2017-02-01,22016,0021600730,101145,IND @ ORL,W,21,0,3,0.0,0,0,0.0,0,0,0.0,0,2,2,4,0,0,1,2,0,7,1
2017-01-29,22016,0021600713,101145,IND vs. HOU,W,16,0,3,0.0,0,1,0.0,0,0,0.0,0,2,2,5,0,0,1,2,0,0,1
2017-01-27,22016,0021600696,101145,IND vs. SAC,W,16,3,3,1.0,1,1,1.0,1,1,1.0,0,0,0,1,0,1,1,1,8,-15,1
2017-01-26,22016,0021600691,101145,IND @ MIN,W,14,0,6,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,2,0,-1,1
2017-01-23,22016,0021600672,101145,IND vs. NYK,L,24,1,6,0.167,0,1,0.0,4,4,1.0,0,3,3,3,0,0,2,0,6,6,1
2017-01-21,22016,0021600659,101145,IND @ UTA,L,33,6,10,0.6,2,2,1.0,1,2,0.5,1,3,4,1,2,0,3,3,15,-2,1
2017-01-20,22016,0021600649,101145,IND @ LAL,L,24,0,1,0.0,0,0,0.0,1,2,0.5,1,1,2,4,1,1,0,2,1,-10,1
2017-01-18,22016,0021600635,101145,IND @ SAC,W,29,1,6,0.167,0,1,0.0,0,1,0.0,2,2,4,3,2,0,3,2,2,17,1
2017-01-16,22016,0021600616,101145,IND vs. NOP,W,19,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,4,1,1,1,2,2,-11,1
2017-01-12,22016,0021600589,101145,IND @ DEN,L,27,4,9,0.444,0,3,0.0,4,4,1.0,1,1,2,1,2,0,2,0,12,-6,1
2017-01-07,22016,0021600552,101145,IND vs. NYK,W,21,2,5,0.4,1,2,0.5,4,4,1.0,0,2,2,2,0,0,2,0,9,2,1
2017-01-05,22016,0021600536,101145,IND vs. BKN,W,21,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,2,2,-18,1
2017-01-03,22016,0021600523,101145,IND @ DET,W,20,6,6,1.0,0,0,0.0,4,5,0.8,0,1,1,3,0,0,1,1,16,15,1
2017-01-01,22016,0021600510,101145,IND vs. ORL,W,16,2,3,0.667,0,0,0.0,0,0,0.0,0,4,4,4,1,1,0,0,4,4,1
2016-12-30,22016,0021600492,101145,IND vs. CHI,W,13,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,2,0,0,1,2,-11,1
2016-12-28,22016,0021600476,101145,IND @ WAS,L,18,1,5,0.2,0,2,0.0,2,2,1.0,0,1,1,1,0,0,1,4,4,-5,1
2016-12-10,22016,0021600348,101145,IND vs. POR,W,19,2,3,0.667,0,1,0.0,6,7,0.857,0,0,0,5,0,0,0,1,10,-3,1
2016-12-09,22016,0021600343,101145,IND @ DAL,L,22,0,5,0.0,0,2,0.0,0,0,0.0,0,2,2,2,0,0,1,3,0,-14,1
2016-12-07,22016,0021600329,101145,IND @ PHX,W,22,1,4,0.25,1,2,0.5,2,2,1.0,0,4,4,1,0,0,2,1,5,-1,1
2016-12-05,22016,0021600314,101145,IND @ GSW,L,28,3,5,0.6,0,0,0.0,3,3,1.0,0,1,1,2,2,0,3,3,9,-26,1
2016-12-04,22016,0021600303,101145,IND @ LAC,W,35,5,11,0.455,0,1,0.0,4,5,0.8,0,4,4,1,1,0,0,0,14,13,1
2016-11-30,22016,0021600275,101145,IND @ POR,L,25,1,5,0.2,0,1,0.0,2,2,1.0,0,1,1,3,0,0,2,2,4,-14,1
2016-11-27,22016,0021600249,101145,IND vs. LAC,W,35,2,12,0.167,1,4,0.25,0,0,0.0,0,6,6,2,1,1,1,3,5,12,1
2016-11-25,22016,0021600234,101145,IND vs. BKN,W,26,6,6,1.0,2,2,1.0,0,0,0.0,0,3,3,3,1,0,0,3,14,25,1
2016-11-23,22016,0021600216,101145,IND vs. ATL,L,34,8,16,0.5,2,4,0.5,1,2,0.5,0,3,3,3,1,0,3,2,19,10,1
2016-11-21,22016,0021600202,101145,IND vs. GSW,L,23,2,8,0.25,1,3,0.333,0,0,0.0,0,2,2,1,0,1,4,3,5,-25,1
2016-11-20,22016,0021600195,101145,IND @ OKC,W,42,5,10,0.5,1,2,0.5,1,1,1.0,0,4,4,7,2,0,8,2,12,21,1
2016-11-18,22016,0021600176,101145,IND vs. PHX,L,34,2,10,0.2,0,1,0.0,5,5,1.0,1,2,3,4,2,1,2,2,9,-12,1
2016-11-16,22016,0021600160,101145,IND vs. CLE,W,34,3,6,0.5,1,3,0.333,0,0,0.0,1,5,6,4,1,5,1,2,7,-5,1
2016-11-14,22016,0021600145,101145,IND vs. ORL,W,36,6,11,0.545,0,4,0.0,1,1,1.0,0,2,2,2,0,1,2,3,13,8,1
2016-11-12,22016,0021600130,101145,IND vs. BOS,L,34,5,10,0.5,1,3,0.333,4,7,0.571,0,4,4,4,1,1,3,4,15,-1,1
2016-11-11,22016,0021600121,101145,IND @ PHI,L,36,8,19,0.421,0,2,0.0,3,3,1.0,0,6,6,5,4,0,2,2,19,2,1
2016-11-09,22016,0021600110,101145,IND vs. PHI,W,40,4,9,0.444,1,2,0.5,0,0,0.0,0,5,5,3,1,0,6,3,9,-5,1
2016-11-07,22016,0021600095,101145,IND @ CHA,L,17,3,4,0.75,1,2,0.5,0,0,0.0,0,0,0,0,0,0,2,5,7,-28,1
2016-11-05,22016,0021600083,101145,IND vs. CHI,W,32,1,2,0.5,0,1,0.0,0,0,0.0,0,7,7,8,2,0,1,1,2,21,1
2016-11-03,22016,0021600066,101145,IND @ MIL,L,34,2,4,0.5,0,2,0.0,2,2,1.0,0,3,3,10,3,0,1,1,6,-7,1
2016-11-01,22016,0021600048,101145,IND vs. LAL,W,38,6,14,0.429,2,5,0.4,3,4,0.75,0,2,2,3,0,2,2,2,17,3,1
2016-10-29,22016,0021600030,101145,IND @ CHI,L,28,1,6,0.167,0,1,0.0,0,0,0.0,0,2,2,5,0,0,3,0,2,-15,1
2016-10-28,22016,0021600019,101145,IND @ BKN,L,33,5,12,0.417,0,0,0.0,1,2,0.5,1,1,2,4,2,0,4,5,11,-5,1
2016-10-26,22016,0021600005,101145,IND vs. DAL,W,44,7,11,0.636,1,2,0.5,4,4,1.0,0,7,7,7,3,0,3,3,19,24,1
2017-04-12,22016,0021601227,203957,UTA vs. SAS,W,17,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,3,1,0,1,2,2,1,1
2017-04-10,22016,0021601211,203957,UTA @ GSW,W,36,3,14,0.214,1,7,0.143,0,0,0.0,3,3,6,2,2,0,2,4,7,4,1
2017-04-08,22016,0021601194,203957,UTA @ POR,L,14,0,4,0.0,0,2,0.0,1,2,0.5,0,1,1,3,0,1,3,0,1,-9,1
2017-04-07,22016,0021601185,203957,UTA vs. MIN,W,23,3,5,0.6,3,4,0.75,0,0,0.0,0,2,2,3,0,0,2,1,9,1,1
2017-04-04,22016,0021601164,203957,UTA vs. POR,W,25,4,7,0.571,1,3,0.333,1,2,0.5,0,3,3,1,1,0,1,3,10,13,1
2017-04-02,22016,0021601151,203957,UTA @ SAS,L,27,3,7,0.429,1,2,0.5,0,0,0.0,1,2,3,2,0,1,0,4,7,5,1
2017-03-31,22016,0021601134,203957,UTA vs. WAS,W,25,4,6,0.667,2,3,0.667,0,0,0.0,1,3,4,2,0,0,1,2,10,6,1
2017-03-29,22016,0021601120,203957,UTA @ SAC,W,23,0,6,0.0,0,5,0.0,0,0,0.0,1,2,3,2,0,0,2,4,0,1,1
2017-03-27,22016,0021601102,203957,UTA vs. NOP,W,24,2,6,0.333,0,0,0.0,0,0,0.0,1,2,3,2,0,0,0,3,4,14,1
2017-03-25,22016,0021601082,203957,UTA @ LAC,L,3,2,2,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,5,7,1
2017-03-20,22016,0021601046,203957,UTA @ IND,L,6,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,1,0,-4,1
2017-03-18,22016,0021601032,203957,UTA @ CHI,L,16,2,5,0.4,0,1,0.0,3,5,0.6,0,4,4,0,0,0,1,0,7,2,1
2017-03-16,22016,0021601014,203957,UTA @ CLE,L,20,1,5,0.2,0,0,0.0,0,0,0.0,3,1,4,2,0,1,2,2,2,2,1
2017-03-15,22016,0021601008,203957,UTA @ DET,W,23,3,4,0.75,1,1,1.0,0,0,0.0,0,3,3,3,1,0,1,4,7,4,1
2017-03-13,22016,0021600996,203957,UTA vs. LAC,W,14,2,3,0.667,2,2,1.0,2,2,1.0,0,3,3,2,0,0,0,1,8,8,1
2017-03-11,22016,0021600973,203957,UTA @ OKC,L,26,7,8,0.875,1,1,1.0,7,9,0.778,1,0,1,1,0,0,2,2,22,15,1
2017-03-08,22016,0021600954,203957,UTA @ HOU,W,9,1,2,0.5,0,1,0.0,3,3,1.0,0,1,1,1,0,0,2,4,5,1,1
2017-03-06,22016,0021600944,203957,UTA vs. NOP,W,25,3,11,0.273,1,5,0.2,1,2,0.5,1,3,4,2,0,0,3,1,8,3,1
2017-03-05,22016,0021600931,203957,UTA @ SAC,W,13,1,5,0.2,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,0,2,-1,1
2017-03-03,22016,0021600915,203957,UTA vs. BKN,W,16,2,5,0.4,1,3,0.333,3,3,1.0,0,2,2,2,1,0,3,5,8,-11,1
2017-03-01,22016,0021600903,203957,UTA vs. MIN,L,29,6,12,0.5,2,5,0.4,1,3,0.333,0,1,1,3,1,0,2,1,15,-1,1
2017-02-28,22016,0021600893,203957,UTA @ OKC,L,8,1,4,0.25,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,2,-9,1
2017-02-26,22016,0021600877,203957,UTA @ WAS,W,11,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,1,4,0,0,-12,1
2017-02-24,22016,0021600860,203957,UTA @ MIL,W,16,3,5,0.6,1,3,0.333,5,5,1.0,1,2,3,3,1,0,1,2,12,5,1
2017-02-15,22016,0021600843,203957,UTA vs. POR,W,20,6,9,0.667,0,0,0.0,0,0,0.0,0,2,2,1,1,0,1,3,12,-5,1
2017-02-13,22016,0021600828,203957,UTA vs. LAC,L,22,4,8,0.5,0,2,0.0,2,2,1.0,0,3,3,3,1,0,0,2,10,15,1
2017-02-11,22016,0021600815,203957,UTA vs. BOS,L,6,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,-2,1
2017-02-09,22016,0021600797,203957,UTA @ DAL,L,18,2,3,0.667,1,2,0.5,0,0,0.0,0,0,0,0,0,0,4,2,5,3,1
2017-02-08,22016,0021600789,203957,UTA @ NOP,W,23,5,7,0.714,1,2,0.5,0,0,0.0,0,3,3,5,1,0,3,4,11,15,1
2017-02-06,22016,0021600772,203957,UTA @ ATL,W,14,3,5,0.6,0,1,0.0,1,2,0.5,0,2,2,0,0,0,2,3,7,0,1
2017-02-04,22016,0021600760,203957,UTA vs. CHA,W,22,5,12,0.417,1,4,0.25,0,0,0.0,0,1,1,3,1,0,1,4,11,1,1
2017-02-01,22016,0021600738,203957,UTA vs. MIL,W,8,1,3,0.333,1,2,0.5,0,0,0.0,0,2,2,0,0,0,0,1,3,-4,1
2017-01-28,22016,0021600708,203957,UTA vs. MEM,L,5,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,1,0,2,0,1
2017-01-23,22016,0021600673,203957,UTA vs. OKC,L,14,3,6,0.5,1,4,0.25,1,1,1.0,0,1,1,2,1,0,0,1,8,14,1
2017-01-16,22016,0021600620,203957,UTA @ PHX,W,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-10,1
2017-01-14,22016,0021600604,203957,UTA vs. ORL,W,8,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,3,2,-4,1
2017-01-13,22016,0021600600,203957,UTA vs. DET,W,16,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,4,2,0,1,0,4,9,1
2017-01-05,22016,0021600537,203957,UTA @ TOR,L,14,1,3,0.333,0,2,0.0,0,0,0.0,0,0,0,2,0,0,0,3,2,1,1
2016-12-20,22016,0021600427,203957,UTA @ GSW,L,26,2,2,1.0,2,2,1.0,0,0,0.0,0,1,1,0,0,0,3,2,6,-9,1
2016-12-18,22016,0021600407,203957,UTA @ MEM,W,14,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,3,0,0,3,4,0,4,1
2016-12-16,22016,0021600398,203957,UTA vs. DAL,W,19,4,6,0.667,1,3,0.333,2,2,1.0,0,1,1,1,0,0,0,4,11,11,1
2016-12-14,22016,0021600382,203957,UTA vs. OKC,W,17,3,5,0.6,1,1,1.0,1,2,0.5,0,1,1,3,0,0,0,3,8,0,1
2016-12-10,22016,0021600354,203957,UTA vs. SAC,W,22,2,5,0.4,1,1,1.0,0,0,0.0,0,2,2,2,2,0,2,1,5,-4,1
2016-12-08,22016,0021600335,203957,UTA vs. GSW,L,37,1,11,0.091,0,5,0.0,0,0,0.0,1,2,3,5,0,0,1,4,2,0,1
2016-12-06,22016,0021600320,203957,UTA vs. PHX,W,17,3,5,0.6,1,2,0.5,0,0,0.0,0,3,3,1,0,1,2,5,7,0,1
2016-12-05,22016,0021600313,203957,UTA @ LAL,W,18,4,5,0.8,2,2,1.0,0,0,0.0,0,0,0,1,0,0,1,5,10,8,1
2016-12-03,22016,0021600297,203957,UTA vs. DEN,W,22,3,7,0.429,0,3,0.0,4,4,1.0,0,2,2,2,0,0,0,1,10,1,1
2016-12-01,22016,0021600280,203957,UTA vs. MIA,L,18,1,6,0.167,1,4,0.25,2,2,1.0,1,1,2,2,0,1,4,2,5,-6,1
2016-11-29,22016,0021600265,203957,UTA vs. HOU,W,8,1,4,0.25,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,3,2,-10,1
2016-11-25,22016,0021600231,203957,UTA vs. ATL,W,5,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,1,0,1,0,-4,1
2016-11-23,22016,0021600221,203957,UTA vs. DEN,W,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-3,1
2016-11-20,22016,0021600197,203957,UTA @ DEN,L,35,5,11,0.455,0,5,0.0,0,0,0.0,4,2,6,2,0,0,1,3,10,-15,1
2016-11-19,22016,0021600184,203957,UTA @ HOU,L,28,4,11,0.364,1,3,0.333,1,2,0.5,0,1,1,1,0,0,1,4,10,-19,1
2016-11-17,22016,0021600173,203957,UTA vs. CHI,L,34,5,12,0.417,2,5,0.4,2,2,1.0,1,3,4,2,1,0,0,2,14,3,1
2016-11-14,22016,0021600151,203957,UTA vs. MEM,L,30,4,9,0.444,0,3,0.0,1,2,0.5,1,2,3,2,0,0,1,4,9,2,1
2016-11-12,22016,0021600136,203957,UTA @ MIA,W,29,3,10,0.3,2,4,0.5,2,2,1.0,1,2,3,2,1,0,1,0,10,7,1
2016-11-11,22016,0021600124,203957,UTA @ ORL,W,22,2,8,0.25,0,4,0.0,0,0,0.0,1,3,4,2,0,0,3,5,4,3,1
2016-11-09,22016,0021600108,203957,UTA @ CHA,L,24,2,4,0.5,1,3,0.333,1,2,0.5,0,1,1,5,0,0,1,3,6,-12,1
2016-11-07,22016,0021600093,203957,UTA @ PHI,W,20,4,6,0.667,3,4,0.75,0,0,0.0,1,1,2,0,0,1,0,4,11,15,1
2016-11-06,22016,0021600087,203957,UTA @ NYK,W,11,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,-5,1
2016-11-04,22016,0021600077,203957,UTA vs. SAS,L,29,3,9,0.333,1,3,0.333,0,0,0.0,1,6,7,2,0,0,1,1,7,-19,1
2016-11-02,22016,0021600062,203957,UTA vs. DAL,W,20,4,6,0.667,2,2,1.0,0,0,0.0,1,1,2,0,0,0,1,3,10,-13,1
2016-11-01,22016,0021600053,203957,UTA @ SAS,W,14,1,2,0.5,0,1,0.0,2,3,0.667,0,3,3,2,0,4,3,2,4,11,1
2016-10-30,22016,0021600035,203957,UTA @ LAC,L,26,3,6,0.5,0,1,0.0,4,4,1.0,0,2,2,2,1,0,0,2,10,-5,1
2016-10-28,22016,0021600024,203957,UTA vs. LAL,W,22,1,2,0.5,0,1,0.0,2,2,1.0,0,0,0,2,0,0,1,0,4,-3,1
2016-10-25,22016,0021600002,203957,UTA @ POR,L,8,2,4,0.5,0,1,0.0,1,1,1.0,1,1,2,0,0,0,0,2,5,-18,1
2016-11-06,22016,0021600089,200770,SAC @ TOR,W,11,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,2,0,0,1,1,3,-2,1
2016-11-05,22016,0021600085,200770,SAC @ MIL,L,25,3,10,0.3,3,8,0.375,0,0,0.0,1,1,2,7,2,0,2,0,9,1,1
2017-04-10,22016,0021601205,1627770,CLE @ MIA,L,7,2,3,0.667,0,0,0.0,0,0,0.0,0,1,1,4,1,0,1,0,4,5,1
2017-03-31,22016,0021601128,1627770,CLE vs. PHI,W,3,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0,0,-4,1
2017-03-30,22016,0021601122,1627770,CLE @ CHI,L,0,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,0,1,1,1,1
2017-03-27,22016,0021601099,1627770,CLE @ SAS,L,7,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,1,1,0,1,0,4,3,1
2017-03-18,22016,0021601031,1627770,CLE @ LAC,L,15,4,12,0.333,0,2,0.0,2,2,1.0,0,2,2,2,0,0,2,1,10,-12,1
2017-02-25,22016,0021600871,1627770,CLE vs. CHI,L,9,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0,1,3,0,4,1,0,-8,1
2017-02-23,22016,0021600853,1627770,CLE vs. NYK,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,1
2017-02-15,22016,0021600835,1627770,CLE vs. IND,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-7,1
2017-02-11,22016,0021600811,1627770,CLE vs. DEN,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1
2017-02-09,22016,0021600796,1627770,CLE @ OKC,L,6,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,-5,1
2017-02-08,22016,0021600783,1627770,CLE @ IND,W,6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-1,1
2017-02-06,22016,0021600769,1627770,CLE @ WAS,W,9,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,1,1,0,0,1
2017-02-04,22016,0021600759,1627770,CLE @ NYK,W,14,2,6,0.333,0,1,0.0,0,0,0.0,0,1,1,3,1,0,1,2,4,-7,1
2017-02-01,22016,0021600731,1627770,CLE vs. MIN,W,17,3,5,0.6,2,2,1.0,1,2,0.5,0,1,1,3,1,1,3,2,9,14,1
2017-01-30,22016,0021600722,1627770,CLE @ DAL,L,4,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,4,8,1
2017-01-29,22016,0021600712,1627770,CLE vs. OKC,W,12,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,3,1,0,-9,1
2017-01-27,22016,0021600695,1627770,CLE vs. BKN,W,17,4,7,0.571,1,2,0.5,0,0,0.0,1,1,2,1,0,1,1,1,9,-8,1
2017-01-25,22016,0021600680,1627770,CLE vs. SAC,L,11,1,2,0.5,0,0,0.0,1,4,0.25,0,0,0,1,2,0,3,2,3,-7,1
2017-01-19,22016,0021600636,1627770,CLE vs. PHX,W,2,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-4,1
2017-01-16,22016,0021600619,1627770,CLE @ GSW,L,7,1,6,0.167,0,2,0.0,0,0,0.0,0,0,0,3,0,0,0,1,2,-1,1
2017-01-13,22016,0021600599,1627770,CLE @ SAC,W,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,1
2017-01-11,22016,0021600585,1627770,CLE @ POR,L,13,0,6,0.0,0,1,0.0,2,4,0.5,0,2,2,3,1,0,0,2,2,-3,1
2017-01-10,22016,0021600576,1627770,CLE @ UTA,L,5,2,3,0.667,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,4,5,1
2017-01-08,22016,0021600565,1627770,CLE @ PHX,W,8,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-1,1
2017-01-06,22016,0021600547,1627770,CLE @ BKN,W,4,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,7,1
2017-01-04,22016,0021600532,1627770,CLE vs. CHI,L,16,3,11,0.273,0,2,0.0,3,3,1.0,0,5,5,1,0,0,0,2,9,-10,1
2017-01-02,22016,0021600514,1627770,CLE vs. NOP,W,22,6,11,0.545,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,2,12,12,1
2016-12-31,22016,0021600505,1627770,CLE @ CHA,W,19,5,6,0.833,2,2,1.0,1,2,0.5,0,0,0,2,2,1,0,2,13,3,1
2016-12-26,22016,0021600464,1627770,CLE @ DET,L,20,2,8,0.25,0,1,0.0,7,8,0.875,0,3,3,2,1,0,1,0,11,-7,1
2016-12-23,22016,0021600444,1627770,CLE vs. BKN,W,16,4,7,0.571,0,2,0.0,3,4,0.75,0,1,1,3,1,1,1,4,11,-22,1
