GAME_DATE,SEASON_ID,Game_ID,Player_ID,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
2017-04-12,22016,0021601230,201582,NOP @ POR,W,25,5,12,0.417,0,0,0.0,1,1,1.0,1,6,7,0,1,0,3,3,11,2,1
2017-04-11,22016,0021601215,201582,NOP @ LAL,L,24,5,8,0.625,0,0,0.0,4,6,0.667,0,8,8,1,1,1,1,3,14,0,2
2017-04-08,22016,0021601195,201582,NOP @ GSW,L,29,8,14,0.571,0,0,0.0,1,1,1.0,1,5,6,1,0,0,0,5,17,-11,1
2017-04-07,22016,0021601184,201582,NOP @ DEN,L,28,7,10,0.7,0,1,0.0,1,1,1.0,4,3,7,0,1,1,1,4,15,-5,1
2017-04-04,22016,0021601158,201582,NOP vs. DEN,L,4,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,3,1
2017-03-27,22016,0021601102,201582,NOP @ UTA,L,8,2,3,0.667,0,0,0.0,0,1,0.0,0,2,2,0,0,1,2,2,4,-10,1
2017-03-26,22016,0021601095,201582,NOP @ DEN,W,19,3,6,0.5,0,0,0.0,0,0,0.0,3,6,9,0,2,1,0,1,6,20,1
2017-03-21,22016,0021601054,201582,NOP vs. MEM,W,14,0,3,0.0,0,0,0.0,0,0,0.0,3,7,10,0,0,0,0,1,0,-16,1
2017-03-17,22016,0021601024,201582,NOP vs. HOU,W,10,3,4,0.75,0,0,0.0,1,1,1.0,2,2,4,0,0,0,0,3,7,5,1
2017-03-15,22016,0021601007,201582,NOP @ MIA,L,8,2,2,1.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,0,4,6,1
2017-03-14,22016,0021601002,201582,NOP vs. POR,W,5,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-4,1
2017-03-08,22016,0021600953,201582,NOP vs. TOR,L,9,4,4,1.0,0,0,0.0,1,1,1.0,1,1,2,0,0,0,0,2,9,-1,1
2017-03-06,22016,0021600944,201582,NOP @ UTA,L,17,0,2,0.0,0,0,0.0,1,2,0.5,2,2,4,1,1,0,2,2,1,4,1
2017-03-05,22016,0021600933,201582,NOP @ LAL,W,11,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,1,0,0,10,1
2017-03-01,22016,0021600900,201582,NOP vs. DET,W,19,4,7,0.571,0,0,0.0,2,2,1.0,1,7,8,0,0,3,0,4,10,9,1
2017-02-26,22016,0021600880,201582,NOP @ OKC,L,5,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,1,1
2017-02-15,22016,0021600840,201582,NOP @ MEM,W,35,3,6,0.5,0,0,0.0,6,8,0.75,2,8,10,0,3,2,3,4,12,2,1
2017-02-13,22016,0021600829,201582,NOP @ PHX,W,19,2,5,0.4,0,0,0.0,1,2,0.5,2,1,3,0,1,0,1,4,5,5,1
2017-01-12,22016,0021600586,201582,NOP @ BKN,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,1,1,0,2,1
2016-12-23,22016,0021600449,201582,NOP vs. MIA,W,21,2,5,0.4,0,0,0.0,1,2,0.5,2,2,4,0,1,0,0,0,5,-8,1
2016-12-21,22016,0021600433,201582,NOP vs. OKC,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,-2,1
2016-12-20,22016,0021600418,201582,NOP @ PHI,W,12,0,2,0.0,0,0,0.0,0,0,0.0,1,6,7,2,0,0,0,1,0,-2,1
2016-12-18,22016,0021600412,201582,NOP @ SAS,L,27,8,12,0.667,0,1,0.0,0,0,0.0,1,7,8,1,0,1,0,2,16,-6,1
2016-12-16,22016,0021600395,201582,NOP @ HOU,L,22,2,7,0.286,0,0,0.0,4,5,0.8,2,6,8,1,1,2,3,4,8,-5,1
2016-12-15,22016,0021600385,201582,NOP vs. IND,W,19,1,2,0.5,0,0,0.0,0,0,0.0,2,6,8,1,2,1,3,2,2,2,1
2016-12-13,22016,0021600371,201582,NOP vs. GSW,L,13,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,2,1,1,0,-11,1
2016-12-11,22016,0021600359,201582,NOP @ PHX,W,12,3,5,0.6,0,0,0.0,1,2,0.5,1,4,5,0,2,0,1,2,7,-6,1
2016-12-10,22016,0021600355,201582,NOP @ LAC,L,19,3,7,0.429,0,1,0.0,0,0,0.0,2,4,6,0,0,0,3,0,6,-16,1
2016-12-08,22016,0021600334,201582,NOP vs. PHI,L,14,4,6,0.667,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,4,8,-2,1
2016-12-05,22016,0021600310,201582,NOP vs. MEM,L,21,4,6,0.667,0,1,0.0,1,1,1.0,1,5,6,0,0,2,0,3,9,14,1
2016-12-02,22016,0021600287,201582,NOP vs. LAC,L,10,1,3,0.333,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,2,5,1
2016-11-27,22016,0021600250,201582,NOP @ DAL,L,4,0,3,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,0,4,1
2016-11-16,22016,0021600159,201582,NOP @ ORL,L,25,2,8,0.25,0,0,0.0,2,2,1.0,1,5,6,0,0,3,1,4,6,-12,1
2016-11-14,22016,0021600148,201582,NOP vs. BOS,W,6,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,1,4,3,1
2016-11-12,22016,0021600129,201582,NOP vs. LAL,L,24,3,4,0.75,0,0,0.0,0,0,0.0,3,4,7,0,0,2,0,1,6,-21,1
2016-11-07,22016,0021600099,201582,NOP @ GSW,L,6,2,2,1.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,1,0,5,0,1
2016-11-01,22016,0021600051,201582,NOP vs. MIL,L,6,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,1,2,-5,1
2016-10-29,22016,0021600032,201582,NOP @ SAS,L,15,2,5,0.4,0,0,0.0,0,0,0.0,1,5,6,0,0,0,2,2,4,-9,1
2016-10-26,22016,0021600010,201582,NOP vs. DEN,L,11,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,4,0,-4,1
2017-04-10,22016,0021601203,202730,IND @ PHI,W,8,1,2,0.5,0,0,0.0,0,0,0.0,4,0,4,3,0,1,0,2,2,-3,1
2017-04-08,22016,0021601190,202730,IND @ ORL,W,5,3,4,0.75,0,0,0.0,1,1,1.0,2,2,4,0,0,0,0,0,7,4,1
2017-04-04,22016,0021601157,202730,IND vs. TOR,W,10,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,1,0,-3,1
2017-04-02,22016,0021601150,202730,IND @ CLE,L,16,2,2,1.0,0,0,0.0,1,1,1.0,1,3,4,0,0,0,0,2,5,-3,1
2017-03-31,22016,0021601126,202730,IND @ TOR,L,16,1,2,0.5,0,0,0.0,0,0,0.0,3,1,4,0,0,0,3,0,2,-6,1
2017-03-29,22016,0021601116,202730,IND @ MEM,L,14,0,2,0.0,0,0,0.0,2,2,1.0,3,3,6,2,1,0,0,2,2,3,1
2017-03-28,22016,0021601104,202730,IND vs. MIN,L,16,0,1,0.0,0,0,0.0,1,2,0.5,3,3,6,0,0,1,1,4,1,1,1
2017-03-26,22016,0021601092,202730,IND vs. PHI,W,17,0,3,0.0,0,0,0.0,3,4,0.75,0,1,1,1,2,0,0,2,3,-1,1
2017-03-24,22016,0021601075,202730,IND vs. DEN,L,18,2,5,0.4,0,0,0.0,0,0,0.0,7,1,8,2,0,2,0,0,4,3,1
2017-03-22,22016,0021601060,202730,IND @ BOS,L,22,4,6,0.667,0,0,0.0,0,0,0.0,9,5,14,2,0,0,0,2,8,-5,1
2017-03-20,22016,0021601046,202730,IND vs. UTA,W,16,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,0,0,1,0,1,2,2,1
2017-03-19,22016,0021601040,202730,IND @ TOR,L,16,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,1,0,1,1,1,2,-16,1
2017-03-12,22016,0021600987,202730,IND vs. MIA,W,3,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,0,-4,1
2017-03-10,22016,0021600967,202730,IND @ MIL,L,15,3,5,0.6,0,0,0.0,1,1,1.0,2,1,3,1,0,0,1,0,7,-10,1
2017-03-08,22016,0021600956,202730,IND vs. DET,W,12,1,2,0.5,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,1,2,1,1
2017-03-01,22016,0021600902,202730,IND @ SAS,L,20,2,3,0.667,0,0,0.0,1,2,0.5,3,3,6,1,1,1,0,4,5,1,1
2017-02-27,22016,0021600886,202730,IND @ HOU,W,22,2,9,0.222,0,0,0.0,0,0,0.0,6,5,11,4,0,1,0,1,4,14,1
2017-02-25,22016,0021600869,202730,IND @ MIA,L,16,2,5,0.4,0,0,0.0,0,0,0.0,2,4,6,1,0,1,2,2,4,-1,1
2017-02-24,22016,0021600857,202730,IND vs. MEM,W,21,5,5,1.0,0,0,0.0,0,0,0.0,2,8,10,0,1,1,1,1,10,9,1
2017-02-11,22016,0021600809,202730,IND vs. MIL,L,19,2,3,0.667,0,0,0.0,0,2,0.0,3,3,6,1,0,0,0,0,4,-4,1
2017-02-10,22016,0021600805,202730,IND @ WAS,L,23,5,6,0.833,0,0,0.0,0,0,0.0,3,2,5,0,1,0,2,1,10,-19,1
2017-02-08,22016,0021600783,202730,IND vs. CLE,L,23,3,6,0.5,0,0,0.0,0,0,0.0,3,2,5,0,1,0,2,4,6,-2,1
2017-02-06,22016,0021600770,202730,IND vs. OKC,W,30,1,4,0.25,0,0,0.0,0,2,0.0,3,2,5,3,0,2,1,2,2,3,1
2017-02-04,22016,0021600757,202730,IND vs. DET,W,32,8,15,0.533,0,0,0.0,2,2,1.0,5,6,11,3,2,1,2,1,18,11,1
2017-02-03,22016,0021600747,202730,IND @ BKN,W,21,1,2,0.5,0,0,0.0,1,2,0.5,1,2,3,0,0,0,1,2,3,-9,1
2017-02-01,22016,0021600730,202730,IND @ ORL,W,19,1,2,0.5,0,0,0.0,4,4,1.0,0,1,1,1,0,0,1,2,6,7,1
2017-01-29,22016,0021600713,202730,IND vs. HOU,W,15,5,5,1.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,2,10,4,1
2017-01-27,22016,0021600696,202730,IND vs. SAC,W,16,2,4,0.5,0,0,0.0,0,0,0.0,2,2,4,0,1,1,0,3,4,13,1
2017-01-26,22016,0021600691,202730,IND @ MIN,W,17,0,1,0.0,0,0,0.0,2,2,1.0,0,4,4,0,0,1,1,2,2,6,1
2017-01-21,22016,0021600659,202730,IND @ UTA,L,6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,1
2017-01-20,22016,0021600649,202730,IND @ LAL,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,4,1
2017-01-12,22016,0021600589,202730,IND @ DEN,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,1
2017-01-05,22016,0021600536,202730,IND vs. BKN,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-2,1
2017-01-01,22016,0021600510,202730,IND vs. ORL,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,-3,1
2016-12-22,22016,0021600440,202730,IND vs. BOS,L,6,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,0,0,-2,1
2016-12-20,22016,0021600421,202730,IND @ NYK,L,11,0,1,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,0,-6,1
2016-12-19,22016,0021600413,202730,IND vs. WAS,W,6,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1
2016-12-17,22016,0021600400,202730,IND @ DET,W,10,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,1,0,2,1
2016-12-15,22016,0021600385,202730,IND @ NOP,L,8,1,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,-1,1
2016-12-12,22016,0021600361,202730,IND vs. CHA,W,7,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,1,2,-14,1
2016-12-05,22016,0021600314,202730,IND @ GSW,L,10,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,1,2,-6,1
2016-12-04,22016,0021600303,202730,IND @ LAC,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,-4,1
2016-11-30,22016,0021600275,202730,IND @ POR,L,17,0,1,0.0,0,0,0.0,2,2,1.0,1,1,2,2,0,2,0,0,2,-14,1
2016-11-27,22016,0021600249,202730,IND vs. LAC,W,16,0,3,0.0,0,0,0.0,0,0,0.0,3,0,3,2,1,0,0,0,0,8,1
2016-11-25,22016,0021600234,202730,IND vs. BKN,W,24,1,3,0.333,0,0,0.0,0,0,0.0,3,5,8,0,0,0,0,3,2,-3,1
2016-11-23,22016,0021600216,202730,IND vs. ATL,L,7,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,-14,1
2016-11-21,22016,0021600202,202730,IND vs. GSW,L,17,0,5,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,1,2,0,-19,1
2016-11-20,22016,0021600195,202730,IND @ OKC,W,15,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,1,1,0,1,2,2,-17,1
2016-11-18,22016,0021600176,202730,IND vs. PHX,L,13,2,3,0.667,0,0,0.0,0,0,0.0,2,2,4,0,0,0,1,2,4,-15,1
2016-11-16,22016,0021600160,202730,IND vs. CLE,W,10,1,2,0.5,0,0,0.0,0,0,0.0,2,0,2,1,0,0,1,3,2,7,1
2016-11-14,22016,0021600145,202730,IND vs. ORL,W,16,1,2,0.5,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,5,1
2016-11-12,22016,0021600130,202730,IND vs. BOS,L,26,1,6,0.167,0,0,0.0,0,0,0.0,3,1,4,1,1,0,0,0,2,-12,1
2016-11-11,22016,0021600121,202730,IND @ PHI,L,20,0,3,0.0,0,0,0.0,2,2,1.0,0,2,2,3,1,1,1,2,2,14,1
2016-11-09,22016,0021600110,202730,IND vs. PHI,W,13,0,3,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,-4,1
2016-11-07,22016,0021600095,202730,IND @ CHA,L,22,2,2,1.0,0,0,0.0,0,0,0.0,2,5,7,0,0,0,1,3,4,6,1
2016-11-05,22016,0021600083,202730,IND vs. CHI,W,20,3,4,0.75,0,0,0.0,0,0,0.0,0,0,0,3,0,1,1,4,6,6,1
2016-11-03,22016,0021600066,202730,IND @ MIL,L,15,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,2,0,0,0,0,2,-10,1
2016-11-01,22016,0021600048,202730,IND vs. LAL,W,19,2,3,0.667,0,0,0.0,0,0,0.0,2,1,3,1,1,0,0,1,4,0,1
2016-10-29,22016,0021600030,202730,IND @ CHI,L,6,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,1,0,2,0,-15,1
2016-10-28,22016,0021600019,202730,IND @ BKN,L,6,0,2,0.0,0,1,0.0,0,2,0.0,0,1,1,0,0,1,0,0,0,-6,1
2016-10-26,22016,0021600005,202730,IND vs. DAL,W,11,1,3,0.333,0,0,0.0,0,0,0.0,1,4,5,2,0,1,0,1,2,-5,1
2016-12-14,22016,0021600379,2365,CLE @ MEM,L,20,1,3,0.333,0,0,0.0,0,0,0.0,0,4,4,0,1,1,0,4,2,4,1
2016-12-13,22016,0021600368,2365,CLE vs. MEM,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
2016-12-09,22016,0021600338,2365,CLE vs. MIA,W,12,1,1,1.0,0,0,0.0,2,2,1.0,1,3,4,0,1,2,0,4,4,11,1
2016-12-07,22016,0021600327,2365,CLE @ NYK,W,8,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,1,0,0,2,3,1
2016-12-01,22016,0021600279,2365,CLE vs. LAC,L,8,0,0,0.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,0,2,2,-2,1
2016-11-29,22016,0021600262,2365,CLE @ MIL,L,11,0,1,0.0,0,0,0.0,2,2,1.0,0,3,3,1,0,0,0,2,2,2,1
2016-11-25,22016,0021600227,2365,CLE vs. DAL,W,19,2,4,0.5,0,1,0.0,0,0,0.0,3,3,6,3,0,0,2,4,4,8,1
2016-11-23,22016,0021600215,2365,CLE vs. POR,W,4,1,3,0.333,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,2,-8,1
2016-11-18,22016,0021600175,2365,CLE vs. DET,W,9,0,5,0.0,0,1,0.0,2,2,1.0,2,2,4,0,1,1,1,2,2,-10,1
2016-11-16,22016,0021600160,2365,CLE @ IND,L,6,0,1,0.0,0,0,0.0,0,0,0.0,2,3,5,0,0,0,2,0,0,-2,1
2016-10-29,22016,0021600029,2365,CLE vs. ORL,W,9,2,2,1.0,0,0,0.0,2,4,0.5,1,1,2,1,1,0,0,2,6,3,1
2016-10-25,22016,0021600001,2365,CLE vs. NYK,W,6,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,2,1,1
2017-04-05,22016,0021601172,101187,LAC vs. DAL,W,4,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3,-1,1
2017-04-01,22016,0021601137,101187,LAC vs. LAL,W,6,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-11,1
2017-03-30,22016,0021601124,101187,LAC @ PHX,W,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1
2017-03-29,22016,0021601119,101187,LAC vs. WAS,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-6,1
2017-03-16,22016,0021601018,101187,LAC @ DEN,L,17,3,3,1.0,1,1,1.0,2,3,0.667,0,0,0,0,0,0,0,2,9,3,1
2017-03-01,22016,0021600904,101187,LAC vs. HOU,L,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,1
2017-02-26,22016,0021600881,101187,LAC vs. CHA,W,5,1,2,0.5,0,1,0.0,1,1,1.0,0,1,1,0,0,0,0,0,3,-3,1
2017-02-15,22016,0021600846,101187,LAC vs. ATL,W,20,1,4,0.25,1,4,0.25,0,0,0.0,0,3,3,1,0,0,0,1,3,-3,1
2017-02-13,22016,0021600828,101187,LAC @ UTA,W,10,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-8,1
2017-02-11,22016,0021600808,101187,LAC @ CHA,W,13,2,3,0.667,0,1,0.0,2,2,1.0,0,1,1,1,0,0,0,2,6,0,1
2017-02-08,22016,0021600791,101187,LAC @ NYK,W,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-2,1
2017-02-01,22016,0021600739,101187,LAC @ PHX,W,12,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,1,0,-1,1
2017-01-28,22016,0021600707,101187,LAC @ GSW,L,11,2,4,0.5,2,3,0.667,0,0,0.0,0,0,0,1,1,0,0,0,6,-2,1
2017-01-21,22016,0021600658,101187,LAC @ DEN,L,11,1,6,0.167,1,4,0.25,2,2,1.0,0,0,0,0,0,0,0,0,5,-1,1
2017-01-16,22016,0021600621,101187,LAC vs. OKC,W,19,2,5,0.4,0,0,0.0,1,1,1.0,0,1,1,1,0,0,0,3,5,1,1
2017-01-14,22016,0021600601,101187,LAC vs. LAL,W,7,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,1,0,0,0,2,3,-5,1
2017-01-04,22016,0021600533,101187,LAC vs. MEM,W,6,0,0,0.0,0,0,0.0,1,3,0.333,0,0,0,0,0,0,0,1,1,-6,1
2016-12-31,22016,0021600507,101187,LAC @ OKC,L,18,2,7,0.286,1,5,0.2,0,0,0.0,0,3,3,0,1,0,1,1,5,-12,1
2016-12-30,22016,0021600496,101187,LAC @ HOU,L,25,4,9,0.444,0,2,0.0,2,2,1.0,0,3,3,3,0,0,0,4,10,-20,1
2016-12-28,22016,0021600481,101187,LAC @ NOP,L,5,2,3,0.667,2,2,1.0,0,0,0.0,0,1,1,0,0,0,0,0,6,4,1
2016-12-26,22016,0021600470,101187,LAC vs. DEN,L,10,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,2,0,1
2016-12-23,22016,0021600455,101187,LAC vs. DAL,L,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,6,1
2016-12-20,22016,0021600426,101187,LAC vs. DEN,W,7,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,1
2016-12-16,22016,0021600397,101187,LAC @ MIA,W,12,1,1,1.0,1,1,1.0,1,2,0.5,0,0,0,0,0,0,0,0,4,6,1
2016-12-14,22016,0021600376,101187,LAC @ ORL,W,9,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-2,1
2016-12-12,22016,0021600366,101187,LAC vs. POR,W,12,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,0,-4,1
2016-12-10,22016,0021600355,101187,LAC vs. NOP,W,19,3,6,0.5,1,2,0.5,0,0,0.0,0,1,1,1,1,0,2,1,7,10,1
2016-12-07,22016,0021600330,101187,LAC vs. GSW,L,13,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,-1,1
2016-12-01,22016,0021600279,101187,LAC @ CLE,W,5,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,3,3,-4,1
2016-11-09,22016,0021600115,101187,LAC vs. POR,W,9,1,3,0.333,1,2,0.5,0,0,0.0,1,0,1,1,0,0,1,1,3,-5,1
2017-04-08,22016,0021601193,201202,SAS vs. LAC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
2017-04-07,22016,0021601183,201202,SAS @ DAL,W,30,2,2,1.0,0,0,0.0,3,6,0.5,1,8,9,1,0,2,1,1,7,17,1
2017-04-02,22016,0021601151,201202,SAS vs. UTA,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8,1
2017-03-25,22016,0021601085,201202,SAS vs. NYK,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,-4,1
2017-03-19,22016,0021601042,201202,SAS vs. SAC,W,6,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,2,-10,1
2017-03-13,22016,0021600994,201202,SAS vs. ATL,W,2,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-4,1
2017-03-11,22016,0021600980,201202,SAS vs. GSW,W,13,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,4,4,3,1
2017-03-09,22016,0021600962,201202,SAS @ OKC,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,0,6,1
2017-03-08,22016,0021600957,201202,SAS vs. SAC,W,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6,1
2017-03-04,22016,0021600925,201202,SAS vs. MIN,W,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
2017-02-15,22016,0021600834,201202,SAS @ ORL,W,6,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,0,0,0,2,1
2017-02-10,22016,0021600801,201202,SAS @ DET,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
2017-02-08,22016,0021600782,201202,SAS @ PHI,W,3,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,1,2,0,1
2017-02-06,22016,0021600777,201202,SAS @ MEM,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1
2017-02-04,22016,0021600762,201202,SAS vs. DEN,W,15,1,1,1.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,0,1,2,3,1
2017-02-02,22016,0021600744,201202,SAS vs. PHI,W,13,2,3,0.667,0,0,0.0,0,0,0.0,2,2,4,0,1,1,0,1,4,-5,1
2017-01-31,22016,0021600727,201202,SAS vs. OKC,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
2017-01-27,22016,0021600701,201202,SAS @ NOP,L,8,1,1,1.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,1,4,-5,1
2017-01-23,22016,0021600666,201202,SAS @ BKN,W,5,0,1,0.0,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,0,0,-1,1
2017-04-12,22016,0021601223,1627735,MEM vs. DAL,L,18,3,8,0.375,0,1,0.0,3,3,1.0,1,3,4,0,2,0,4,2,9,-13,1
2017-04-09,22016,0021601201,1627735,MEM vs. DET,L,12,3,8,0.375,0,0,0.0,0,0,0.0,1,0,1,1,1,0,0,0,6,-5,1
2017-04-07,22016,0021601181,1627735,MEM vs. NYK,W,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-2,1
2017-04-05,22016,0021601167,1627735,MEM vs. OKC,L,11,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,2,3,1
2017-04-04,22016,0021601161,1627735,MEM @ SAS,L,20,0,6,0.0,0,0,0.0,1,2,0.5,2,5,7,4,0,0,2,4,1,-5,1
2017-04-02,22016,0021601143,1627735,MEM @ LAL,L,15,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,1,2,0,2,-11,1
2017-03-31,22016,0021601131,1627735,MEM vs. DAL,W,14,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,4,0,0,1,3,2,-2,1
2017-03-29,22016,0021601116,1627735,MEM vs. IND,W,3,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-5,1
2017-03-26,22016,0021601094,1627735,MEM @ GSW,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1
2017-01-30,22016,0021600723,1627735,MEM @ PHX,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,3,0,-6,1
2017-01-03,22016,0021600528,1627735,MEM @ LAL,L,8,0,0,0.0,0,0,0.0,4,4,1.0,0,1,1,1,0,0,1,0,4,3,1
2016-12-31,22016,0021600502,1627735,MEM @ SAC,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
2016-12-29,22016,0021600487,1627735,MEM vs. OKC,W,4,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,4,0,0,0,0,0,9,1
2016-12-14,22016,0021600379,1627735,MEM vs. CLE,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,0,-10,1
2016-12-13,22016,0021600368,1627735,MEM @ CLE,L,4,1,1,1.0,0,0,0.0,4,4,1.0,0,0,0,0,0,1,0,0,6,1,1
2016-12-10,22016,0021600351,1627735,MEM vs. GSW,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1,1
2016-12-08,22016,0021600333,1627735,MEM vs. POR,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-3,1
